2014-10-15 07:57:06 startup archives install
2014-10-15 13:23:37 status half-installed emacs23:amd64 23.4+1-4
2014-10-15 13:23:37 status half-installed emacs23:amd64 23.4+1-4
2014-10-15 13:23:37 status unpacked emacs23:amd64 23.4+1-4
2014-10-15 13:23:37 status unpacked emacs23:amd64 23.4+1-4
2014-10-15 13:23:37 install emacs:all <none> 45.0
2014-10-15 13:23:37 status half-installed emacs:all 45.0
2014-10-15 13:23:37 status unpacked emacs:all 45.0
2014-10-15 13:23:37 status unpacked emacs:all 45.0
2014-10-15 13:23:37 install hicolor-icon-theme:all <none> 0.12-1
2014-10-15 13:23:37 status half-installed hicolor-icon-theme:all 0.12-1
2014-10-15 13:23:37 status unpacked hicolor-icon-theme:all 0.12-1
2014-10-15 13:23:37 status unpacked hicolor-icon-theme:all 0.12-1
2014-10-15 13:23:37 install libglib2.0-data:all <none> 2.33.12+really2.32.4-5
2014-10-15 13:23:37 status half-installed libglib2.0-data:all 2.33.12+really2.32.4-5
2014-10-15 13:23:37 status unpacked libglib2.0-data:all 2.33.12+really2.32.4-5
2014-10-15 13:23:37 status unpacked libglib2.0-data:all 2.33.12+really2.32.4-5
2014-10-15 13:23:37 install libgtk2.0-bin:amd64 <none> 2.24.10-2
2014-10-15 13:23:37 status half-installed libgtk2.0-bin:amd64 2.24.10-2
2014-10-15 13:23:37 status half-installed libgtk2.0-bin:amd64 2.24.10-2
2014-10-15 13:23:37 status unpacked libgtk2.0-bin:amd64 2.24.10-2
2014-10-15 13:23:37 status unpacked libgtk2.0-bin:amd64 2.24.10-2
2014-10-15 13:23:37 install librsvg2-common:amd64 <none> 2.36.1-2
2014-10-15 13:23:37 status half-installed librsvg2-common:amd64 2.36.1-2
2014-10-15 13:23:37 status unpacked librsvg2-common:amd64 2.36.1-2
2014-10-15 13:23:37 status unpacked librsvg2-common:amd64 2.36.1-2
2014-10-15 13:23:37 install zsh:amd64 <none> 4.3.17-1
2014-10-15 13:23:37 status half-installed zsh:amd64 4.3.17-1
2014-10-15 13:23:37 status half-installed zsh:amd64 4.3.17-1
2014-10-15 13:23:38 status unpacked zsh:amd64 4.3.17-1
2014-10-15 13:23:38 status unpacked zsh:amd64 4.3.17-1
2014-10-15 13:23:38 trigproc man-db:amd64 2.6.2-1 2.6.2-1
2014-10-15 13:23:38 status half-configured man-db:amd64 2.6.2-1
2014-10-15 13:23:39 status installed man-db:amd64 2.6.2-1
2014-10-15 13:23:39 trigproc install-info:amd64 4.13a.dfsg.1-10 4.13a.dfsg.1-10
2014-10-15 13:23:39 status half-configured install-info:amd64 4.13a.dfsg.1-10
2014-10-15 13:23:39 status installed install-info:amd64 4.13a.dfsg.1-10
2014-10-15 13:23:39 startup packages configure
2014-10-15 13:23:39 configure libasound2:amd64 1.0.25-4 <none>
2014-10-15 13:23:39 status unpacked libasound2:amd64 1.0.25-4
2014-10-15 13:23:39 status half-configured libasound2:amd64 1.0.25-4
2014-10-15 13:23:39 status installed libasound2:amd64 1.0.25-4
2014-10-15 13:23:39 configure libffi5:amd64 3.0.10-3 <none>
2014-10-15 13:23:39 status unpacked libffi5:amd64 3.0.10-3
2014-10-15 13:23:39 status half-configured libffi5:amd64 3.0.10-3
2014-10-15 13:23:39 status installed libffi5:amd64 3.0.10-3
2014-10-15 13:23:39 configure libglib2.0-0:amd64 2.33.12+really2.32.4-5 <none>
2014-10-15 13:23:39 status unpacked libglib2.0-0:amd64 2.33.12+really2.32.4-5
2014-10-15 13:23:39 status half-configured libglib2.0-0:amd64 2.33.12+really2.32.4-5
2014-10-15 13:23:39 status installed libglib2.0-0:amd64 2.33.12+really2.32.4-5
2014-10-15 13:23:39 configure libatk1.0-data:all 2.4.0-2 <none>
2014-10-15 13:23:39 status unpacked libatk1.0-data:all 2.4.0-2
2014-10-15 13:23:39 status half-configured libatk1.0-data:all 2.4.0-2
2014-10-15 13:23:40 status installed libatk1.0-data:all 2.4.0-2
2014-10-15 13:23:40 configure libatk1.0-0:amd64 2.4.0-2 <none>
2014-10-15 13:23:40 status unpacked libatk1.0-0:amd64 2.4.0-2
2014-10-15 13:23:40 status half-configured libatk1.0-0:amd64 2.4.0-2
2014-10-15 13:23:40 status installed libatk1.0-0:amd64 2.4.0-2
2014-10-15 13:23:40 configure libavahi-common-data:amd64 0.6.31-2 <none>
2014-10-15 13:23:40 status unpacked libavahi-common-data:amd64 0.6.31-2
2014-10-15 13:23:40 status half-configured libavahi-common-data:amd64 0.6.31-2
2014-10-15 13:23:40 status installed libavahi-common-data:amd64 0.6.31-2
2014-10-15 13:23:40 configure libavahi-common3:amd64 0.6.31-2 <none>
2014-10-15 13:23:40 status unpacked libavahi-common3:amd64 0.6.31-2
2014-10-15 13:23:40 status half-configured libavahi-common3:amd64 0.6.31-2
2014-10-15 13:23:40 status installed libavahi-common3:amd64 0.6.31-2
2014-10-15 13:23:40 configure libdbus-1-3:amd64 1.6.8-1+deb7u4 <none>
2014-10-15 13:23:40 status unpacked libdbus-1-3:amd64 1.6.8-1+deb7u4
2014-10-15 13:23:40 status half-configured libdbus-1-3:amd64 1.6.8-1+deb7u4
2014-10-15 13:23:40 status installed libdbus-1-3:amd64 1.6.8-1+deb7u4
2014-10-15 13:23:40 configure libavahi-client3:amd64 0.6.31-2 <none>
2014-10-15 13:23:40 status unpacked libavahi-client3:amd64 0.6.31-2
2014-10-15 13:23:40 status half-configured libavahi-client3:amd64 0.6.31-2
2014-10-15 13:23:40 status installed libavahi-client3:amd64 0.6.31-2
2014-10-15 13:23:40 configure ttf-dejavu-core:all 2.33-3 <none>
2014-10-15 13:23:40 status unpacked ttf-dejavu-core:all 2.33-3
2014-10-15 13:23:40 status half-configured ttf-dejavu-core:all 2.33-3
2014-10-15 13:23:40 status installed ttf-dejavu-core:all 2.33-3
2014-10-15 13:23:40 configure fontconfig-config:all 2.9.0-7.1 <none>
2014-10-15 13:23:40 status unpacked fontconfig-config:all 2.9.0-7.1
2014-10-15 13:23:40 status unpacked fontconfig-config:all 2.9.0-7.1
2014-10-15 13:23:40 status unpacked fontconfig-config:all 2.9.0-7.1
2014-10-15 13:23:40 status unpacked fontconfig-config:all 2.9.0-7.1
2014-10-15 13:23:40 status unpacked fontconfig-config:all 2.9.0-7.1
2014-10-15 13:23:40 status unpacked fontconfig-config:all 2.9.0-7.1
2014-10-15 13:23:40 status unpacked fontconfig-config:all 2.9.0-7.1
2014-10-15 13:23:40 status unpacked fontconfig-config:all 2.9.0-7.1
2014-10-15 13:23:40 status unpacked fontconfig-config:all 2.9.0-7.1
2014-10-15 13:23:40 status unpacked fontconfig-config:all 2.9.0-7.1
2014-10-15 13:23:40 status unpacked fontconfig-config:all 2.9.0-7.1
2014-10-15 13:23:40 status unpacked fontconfig-config:all 2.9.0-7.1
2014-10-15 13:23:40 status unpacked fontconfig-config:all 2.9.0-7.1
2014-10-15 13:23:40 status unpacked fontconfig-config:all 2.9.0-7.1
2014-10-15 13:23:40 status unpacked fontconfig-config:all 2.9.0-7.1
2014-10-15 13:23:40 status unpacked fontconfig-config:all 2.9.0-7.1
2014-10-15 13:23:40 status unpacked fontconfig-config:all 2.9.0-7.1
2014-10-15 13:23:40 status unpacked fontconfig-config:all 2.9.0-7.1
2014-10-15 13:23:40 status unpacked fontconfig-config:all 2.9.0-7.1
2014-10-15 13:23:40 status unpacked fontconfig-config:all 2.9.0-7.1
2014-10-15 13:23:40 status unpacked fontconfig-config:all 2.9.0-7.1
2014-10-15 13:23:40 status unpacked fontconfig-config:all 2.9.0-7.1
2014-10-15 13:23:40 status unpacked fontconfig-config:all 2.9.0-7.1
2014-10-15 13:23:40 status unpacked fontconfig-config:all 2.9.0-7.1
2014-10-15 13:23:40 status unpacked fontconfig-config:all 2.9.0-7.1
2014-10-15 13:23:40 status unpacked fontconfig-config:all 2.9.0-7.1
2014-10-15 13:23:40 status unpacked fontconfig-config:all 2.9.0-7.1
2014-10-15 13:23:40 status unpacked fontconfig-config:all 2.9.0-7.1
2014-10-15 13:23:40 status unpacked fontconfig-config:all 2.9.0-7.1
2014-10-15 13:23:40 status unpacked fontconfig-config:all 2.9.0-7.1
2014-10-15 13:23:40 status unpacked fontconfig-config:all 2.9.0-7.1
2014-10-15 13:23:40 status unpacked fontconfig-config:all 2.9.0-7.1
2014-10-15 13:23:40 status unpacked fontconfig-config:all 2.9.0-7.1
2014-10-15 13:23:40 status unpacked fontconfig-config:all 2.9.0-7.1
2014-10-15 13:23:40 status half-configured fontconfig-config:all 2.9.0-7.1
2014-10-15 13:23:40 status installed fontconfig-config:all 2.9.0-7.1
2014-10-15 13:23:40 configure libfontconfig1:amd64 2.9.0-7.1 <none>
2014-10-15 13:23:40 status unpacked libfontconfig1:amd64 2.9.0-7.1
2014-10-15 13:23:40 status half-configured libfontconfig1:amd64 2.9.0-7.1
2014-10-15 13:23:40 status installed libfontconfig1:amd64 2.9.0-7.1
2014-10-15 13:23:40 configure libpixman-1-0:amd64 0.26.0-4+deb7u1 <none>
2014-10-15 13:23:40 status unpacked libpixman-1-0:amd64 0.26.0-4+deb7u1
2014-10-15 13:23:40 status half-configured libpixman-1-0:amd64 0.26.0-4+deb7u1
2014-10-15 13:23:40 status installed libpixman-1-0:amd64 0.26.0-4+deb7u1
2014-10-15 13:23:40 configure libxcb-render0:amd64 1.8.1-2+deb7u1 <none>
2014-10-15 13:23:40 status unpacked libxcb-render0:amd64 1.8.1-2+deb7u1
2014-10-15 13:23:40 status half-configured libxcb-render0:amd64 1.8.1-2+deb7u1
2014-10-15 13:23:40 status installed libxcb-render0:amd64 1.8.1-2+deb7u1
2014-10-15 13:23:40 configure libxcb-shm0:amd64 1.8.1-2+deb7u1 <none>
2014-10-15 13:23:40 status unpacked libxcb-shm0:amd64 1.8.1-2+deb7u1
2014-10-15 13:23:40 status half-configured libxcb-shm0:amd64 1.8.1-2+deb7u1
2014-10-15 13:23:40 status installed libxcb-shm0:amd64 1.8.1-2+deb7u1
2014-10-15 13:23:40 configure libxrender1:amd64 1:0.9.7-1+deb7u1 <none>
2014-10-15 13:23:40 status unpacked libxrender1:amd64 1:0.9.7-1+deb7u1
2014-10-15 13:23:40 status half-configured libxrender1:amd64 1:0.9.7-1+deb7u1
2014-10-15 13:23:40 status installed libxrender1:amd64 1:0.9.7-1+deb7u1
2014-10-15 13:23:40 configure libcairo2:amd64 1.12.2-3 <none>
2014-10-15 13:23:40 status unpacked libcairo2:amd64 1.12.2-3
2014-10-15 13:23:40 status half-configured libcairo2:amd64 1.12.2-3
2014-10-15 13:23:40 status installed libcairo2:amd64 1.12.2-3
2014-10-15 13:23:40 configure libcroco3:amd64 0.6.6-2 <none>
2014-10-15 13:23:40 status unpacked libcroco3:amd64 0.6.6-2
2014-10-15 13:23:40 status half-configured libcroco3:amd64 0.6.6-2
2014-10-15 13:23:40 status installed libcroco3:amd64 0.6.6-2
2014-10-15 13:23:40 configure libcups2:amd64 1.5.3-5+deb7u4 <none>
2014-10-15 13:23:40 status unpacked libcups2:amd64 1.5.3-5+deb7u4
2014-10-15 13:23:40 status half-configured libcups2:amd64 1.5.3-5+deb7u4
2014-10-15 13:23:40 status installed libcups2:amd64 1.5.3-5+deb7u4
2014-10-15 13:23:40 configure libdatrie1:amd64 0.2.5-3 <none>
2014-10-15 13:23:40 status unpacked libdatrie1:amd64 0.2.5-3
2014-10-15 13:23:40 status half-configured libdatrie1:amd64 0.2.5-3
2014-10-15 13:23:40 status installed libdatrie1:amd64 0.2.5-3
2014-10-15 13:23:40 configure libdbus-glib-1-2:amd64 0.100.2-1 <none>
2014-10-15 13:23:40 status unpacked libdbus-glib-1-2:amd64 0.100.2-1
2014-10-15 13:23:40 status half-configured libdbus-glib-1-2:amd64 0.100.2-1
2014-10-15 13:23:40 status installed libdbus-glib-1-2:amd64 0.100.2-1
2014-10-15 13:23:40 configure libfribidi0:amd64 0.19.2-3 <none>
2014-10-15 13:23:40 status unpacked libfribidi0:amd64 0.19.2-3
2014-10-15 13:23:40 status half-configured libfribidi0:amd64 0.19.2-3
2014-10-15 13:23:40 status installed libfribidi0:amd64 0.19.2-3
2014-10-15 13:23:40 configure gconf2-common:all 3.2.5-1+build1 <none>
2014-10-15 13:23:40 status unpacked gconf2-common:all 3.2.5-1+build1
2014-10-15 13:23:40 status unpacked gconf2-common:all 3.2.5-1+build1
2014-10-15 13:23:40 status half-configured gconf2-common:all 3.2.5-1+build1
2014-10-15 13:23:41 status installed gconf2-common:all 3.2.5-1+build1
2014-10-15 13:23:41 configure libgconf-2-4:amd64 3.2.5-1+build1 <none>
2014-10-15 13:23:41 status unpacked libgconf-2-4:amd64 3.2.5-1+build1
2014-10-15 13:23:41 status half-configured libgconf-2-4:amd64 3.2.5-1+build1
2014-10-15 13:23:41 status installed libgconf-2-4:amd64 3.2.5-1+build1
2014-10-15 13:23:41 configure libjasper1:amd64 1.900.1-13 <none>
2014-10-15 13:23:41 status unpacked libjasper1:amd64 1.900.1-13
2014-10-15 13:23:41 status half-configured libjasper1:amd64 1.900.1-13
2014-10-15 13:23:41 status installed libjasper1:amd64 1.900.1-13
2014-10-15 13:23:41 configure libjbig0:amd64 2.0-2+deb7u1 <none>
2014-10-15 13:23:41 status unpacked libjbig0:amd64 2.0-2+deb7u1
2014-10-15 13:23:41 status half-configured libjbig0:amd64 2.0-2+deb7u1
2014-10-15 13:23:41 status installed libjbig0:amd64 2.0-2+deb7u1
2014-10-15 13:23:41 configure libtiff4:amd64 3.9.6-11 <none>
2014-10-15 13:23:41 status unpacked libtiff4:amd64 3.9.6-11
2014-10-15 13:23:41 status half-configured libtiff4:amd64 3.9.6-11
2014-10-15 13:23:41 status installed libtiff4:amd64 3.9.6-11
2014-10-15 13:23:41 configure libgdk-pixbuf2.0-common:all 2.26.1-1 <none>
2014-10-15 13:23:41 status unpacked libgdk-pixbuf2.0-common:all 2.26.1-1
2014-10-15 13:23:41 status half-configured libgdk-pixbuf2.0-common:all 2.26.1-1
2014-10-15 13:23:41 status installed libgdk-pixbuf2.0-common:all 2.26.1-1
2014-10-15 13:23:41 configure libgdk-pixbuf2.0-0:amd64 2.26.1-1 <none>
2014-10-15 13:23:41 status unpacked libgdk-pixbuf2.0-0:amd64 2.26.1-1
2014-10-15 13:23:41 status half-configured libgdk-pixbuf2.0-0:amd64 2.26.1-1
2014-10-15 13:23:41 status installed libgdk-pixbuf2.0-0:amd64 2.26.1-1
2014-10-15 13:23:41 configure libgtk2.0-common:all 2.24.10-2 <none>
2014-10-15 13:23:41 status unpacked libgtk2.0-common:all 2.24.10-2
2014-10-15 13:23:41 status unpacked libgtk2.0-common:all 2.24.10-2
2014-10-15 13:23:41 status half-configured libgtk2.0-common:all 2.24.10-2
2014-10-15 13:23:41 status installed libgtk2.0-common:all 2.24.10-2
2014-10-15 13:23:41 configure libthai-data:all 0.1.18-2 <none>
2014-10-15 13:23:41 status unpacked libthai-data:all 0.1.18-2
2014-10-15 13:23:41 status half-configured libthai-data:all 0.1.18-2
2014-10-15 13:23:41 status installed libthai-data:all 0.1.18-2
2014-10-15 13:23:41 configure libthai0:amd64 0.1.18-2 <none>
2014-10-15 13:23:41 status unpacked libthai0:amd64 0.1.18-2
2014-10-15 13:23:41 status half-configured libthai0:amd64 0.1.18-2
2014-10-15 13:23:41 status installed libthai0:amd64 0.1.18-2
2014-10-15 13:23:41 configure libxft2:amd64 2.3.1-1 <none>
2014-10-15 13:23:41 status unpacked libxft2:amd64 2.3.1-1
2014-10-15 13:23:41 status half-configured libxft2:amd64 2.3.1-1
2014-10-15 13:23:41 status installed libxft2:amd64 2.3.1-1
2014-10-15 13:23:41 configure fontconfig:amd64 2.9.0-7.1 <none>
2014-10-15 13:23:41 status unpacked fontconfig:amd64 2.9.0-7.1
2014-10-15 13:23:41 status half-configured fontconfig:amd64 2.9.0-7.1
2014-10-15 13:23:43 status installed fontconfig:amd64 2.9.0-7.1
2014-10-15 13:23:43 configure libpango1.0-0:amd64 1.30.0-1 <none>
2014-10-15 13:23:43 status unpacked libpango1.0-0:amd64 1.30.0-1
2014-10-15 13:23:43 status half-configured libpango1.0-0:amd64 1.30.0-1
2014-10-15 13:23:43 status installed libpango1.0-0:amd64 1.30.0-1
2014-10-15 13:23:43 configure libxcomposite1:amd64 1:0.4.3-2 <none>
2014-10-15 13:23:43 status unpacked libxcomposite1:amd64 1:0.4.3-2
2014-10-15 13:23:43 status half-configured libxcomposite1:amd64 1:0.4.3-2
2014-10-15 13:23:43 status installed libxcomposite1:amd64 1:0.4.3-2
2014-10-15 13:23:43 configure libxfixes3:amd64 1:5.0-4+deb7u1 <none>
2014-10-15 13:23:43 status unpacked libxfixes3:amd64 1:5.0-4+deb7u1
2014-10-15 13:23:43 status half-configured libxfixes3:amd64 1:5.0-4+deb7u1
2014-10-15 13:23:43 status installed libxfixes3:amd64 1:5.0-4+deb7u1
2014-10-15 13:23:43 configure libxcursor1:amd64 1:1.1.13-1+deb7u1 <none>
2014-10-15 13:23:43 status unpacked libxcursor1:amd64 1:1.1.13-1+deb7u1
2014-10-15 13:23:43 status half-configured libxcursor1:amd64 1:1.1.13-1+deb7u1
2014-10-15 13:23:43 status installed libxcursor1:amd64 1:1.1.13-1+deb7u1
2014-10-15 13:23:43 configure libxdamage1:amd64 1:1.1.3-2 <none>
2014-10-15 13:23:43 status unpacked libxdamage1:amd64 1:1.1.3-2
2014-10-15 13:23:43 status half-configured libxdamage1:amd64 1:1.1.3-2
2014-10-15 13:23:43 status installed libxdamage1:amd64 1:1.1.3-2
2014-10-15 13:23:43 configure libxi6:amd64 2:1.6.1-1+deb7u1 <none>
2014-10-15 13:23:43 status unpacked libxi6:amd64 2:1.6.1-1+deb7u1
2014-10-15 13:23:43 status half-configured libxi6:amd64 2:1.6.1-1+deb7u1
2014-10-15 13:23:43 status installed libxi6:amd64 2:1.6.1-1+deb7u1
2014-10-15 13:23:43 configure libxinerama1:amd64 2:1.1.2-1+deb7u1 <none>
2014-10-15 13:23:43 status unpacked libxinerama1:amd64 2:1.1.2-1+deb7u1
2014-10-15 13:23:43 status half-configured libxinerama1:amd64 2:1.1.2-1+deb7u1
2014-10-15 13:23:43 status installed libxinerama1:amd64 2:1.1.2-1+deb7u1
2014-10-15 13:23:43 configure libxrandr2:amd64 2:1.3.2-2+deb7u1 <none>
2014-10-15 13:23:43 status unpacked libxrandr2:amd64 2:1.3.2-2+deb7u1
2014-10-15 13:23:43 status half-configured libxrandr2:amd64 2:1.3.2-2+deb7u1
2014-10-15 13:23:43 status installed libxrandr2:amd64 2:1.3.2-2+deb7u1
2014-10-15 13:23:43 configure shared-mime-info:amd64 1.0-1+b1 <none>
2014-10-15 13:23:43 status unpacked shared-mime-info:amd64 1.0-1+b1
2014-10-15 13:23:43 status half-configured shared-mime-info:amd64 1.0-1+b1
2014-10-15 13:23:43 status installed shared-mime-info:amd64 1.0-1+b1
2014-10-15 13:23:43 configure libgtk2.0-0:amd64 2.24.10-2 <none>
2014-10-15 13:23:43 status unpacked libgtk2.0-0:amd64 2.24.10-2
2014-10-15 13:23:43 status half-configured libgtk2.0-0:amd64 2.24.10-2
2014-10-15 13:23:43 status installed libgtk2.0-0:amd64 2.24.10-2
2014-10-15 13:23:43 configure x11-common:all 1:7.7+3~deb7u1 <none>
2014-10-15 13:23:43 status unpacked x11-common:all 1:7.7+3~deb7u1
2014-10-15 13:23:43 status unpacked x11-common:all 1:7.7+3~deb7u1
2014-10-15 13:23:43 status unpacked x11-common:all 1:7.7+3~deb7u1
2014-10-15 13:23:43 status unpacked x11-common:all 1:7.7+3~deb7u1
2014-10-15 13:23:43 status unpacked x11-common:all 1:7.7+3~deb7u1
2014-10-15 13:23:43 status unpacked x11-common:all 1:7.7+3~deb7u1
2014-10-15 13:23:43 status unpacked x11-common:all 1:7.7+3~deb7u1
2014-10-15 13:23:44 status unpacked x11-common:all 1:7.7+3~deb7u1
2014-10-15 13:23:44 status unpacked x11-common:all 1:7.7+3~deb7u1
2014-10-15 13:23:44 status unpacked x11-common:all 1:7.7+3~deb7u1
2014-10-15 13:23:44 status unpacked x11-common:all 1:7.7+3~deb7u1
2014-10-15 13:23:44 status unpacked x11-common:all 1:7.7+3~deb7u1
2014-10-15 13:23:44 status unpacked x11-common:all 1:7.7+3~deb7u1
2014-10-15 13:23:44 status unpacked x11-common:all 1:7.7+3~deb7u1
2014-10-15 13:23:44 status unpacked x11-common:all 1:7.7+3~deb7u1
2014-10-15 13:23:44 status half-configured x11-common:all 1:7.7+3~deb7u1
2014-10-15 13:23:44 status installed x11-common:all 1:7.7+3~deb7u1
2014-10-15 13:23:44 configure libice6:amd64 2:1.0.8-2 <none>
2014-10-15 13:23:44 status unpacked libice6:amd64 2:1.0.8-2
2014-10-15 13:23:44 status half-configured libice6:amd64 2:1.0.8-2
2014-10-15 13:23:44 status installed libice6:amd64 2:1.0.8-2
2014-10-15 13:23:44 configure librsvg2-2:amd64 2.36.1-2 <none>
2014-10-15 13:23:44 status unpacked librsvg2-2:amd64 2.36.1-2
2014-10-15 13:23:44 status half-configured librsvg2-2:amd64 2.36.1-2
2014-10-15 13:23:44 status installed librsvg2-2:amd64 2.36.1-2
2014-10-15 13:23:44 configure libsm6:amd64 2:1.2.1-2 <none>
2014-10-15 13:23:44 status unpacked libsm6:amd64 2:1.2.1-2
2014-10-15 13:23:44 status half-configured libsm6:amd64 2:1.2.1-2
2014-10-15 13:23:44 status installed libsm6:amd64 2:1.2.1-2
2014-10-15 13:23:44 configure libxpm4:amd64 1:3.5.10-1 <none>
2014-10-15 13:23:44 status unpacked libxpm4:amd64 1:3.5.10-1
2014-10-15 13:23:44 status half-configured libxpm4:amd64 1:3.5.10-1
2014-10-15 13:23:44 status installed libxpm4:amd64 1:3.5.10-1
2014-10-15 13:23:44 configure libxt6:amd64 1:1.1.3-1+deb7u1 <none>
2014-10-15 13:23:44 status unpacked libxt6:amd64 1:1.1.3-1+deb7u1
2014-10-15 13:23:44 status half-configured libxt6:amd64 1:1.1.3-1+deb7u1
2014-10-15 13:23:44 status installed libxt6:amd64 1:1.1.3-1+deb7u1
2014-10-15 13:23:44 configure libsystemd-login0:amd64 44-11+deb7u4 <none>
2014-10-15 13:23:44 status unpacked libsystemd-login0:amd64 44-11+deb7u4
2014-10-15 13:23:44 status half-configured libsystemd-login0:amd64 44-11+deb7u4
2014-10-15 13:23:44 status installed libsystemd-login0:amd64 44-11+deb7u4
2014-10-15 13:23:44 configure dbus:amd64 1.6.8-1+deb7u4 <none>
2014-10-15 13:23:44 status unpacked dbus:amd64 1.6.8-1+deb7u4
2014-10-15 13:23:44 status unpacked dbus:amd64 1.6.8-1+deb7u4
2014-10-15 13:23:44 status unpacked dbus:amd64 1.6.8-1+deb7u4
2014-10-15 13:23:44 status unpacked dbus:amd64 1.6.8-1+deb7u4
2014-10-15 13:23:44 status unpacked dbus:amd64 1.6.8-1+deb7u4
2014-10-15 13:23:44 status half-configured dbus:amd64 1.6.8-1+deb7u4
2014-10-15 13:23:44 status installed dbus:amd64 1.6.8-1+deb7u4
2014-10-15 13:23:44 configure emacsen-common:all 2.0.5 <none>
2014-10-15 13:23:44 status unpacked emacsen-common:all 2.0.5
2014-10-15 13:23:44 status unpacked emacsen-common:all 2.0.5
2014-10-15 13:23:44 status unpacked emacsen-common:all 2.0.5
2014-10-15 13:23:44 status half-configured emacsen-common:all 2.0.5
2014-10-15 13:23:44 status installed emacsen-common:all 2.0.5
2014-10-15 13:23:44 configure emacs23-common:all 23.4+1-4 <none>
2014-10-15 13:23:44 status unpacked emacs23-common:all 23.4+1-4
2014-10-15 13:23:44 status half-configured emacs23-common:all 23.4+1-4
2014-10-15 13:23:44 status installed emacs23-common:all 23.4+1-4
